,Room Description,Guest Room Info,Room Description Expanded
15464,"PARK, SLEEP  FLY|CLASSIC QUEEN - 30 SQM - FREE WI-FI - AC COFFEE -TEA - LED TV - CONNECTING DOORS",Classic Room,"PARK, SLEEP  FLY|CLASSIC QUEEN - 30 SQM - FREE WI-FI - AC COFFEE -TEA - LED TV - CONNECTING DOORS"
15465,BEST FLEXIBLE RATE|2 DOUBLE BEDS CLASSIC VIEW 330 SQ FT ROOM LOCATED ON FLOORS 14 TO 24. ROOM FEATURES SPECTACULAR VIEWS OF THE CITY AND,Classic Room,BEST FLEXIBLE RATE|2 DOUBLE BEDS CLASSIC VIEW 330 SQ FT ROOM LOCATED ON FLOORS 14 TO 24. ROOM FEATURES SPECTACULAR VIEWS OF THE CITY AND
15466,"ADVANCE SAVER NO REFUNDS|CLASSIC ROOM ALL CLASSIC ROOMS FEATURE COMFORTABLE ACCOMMODATION AND ARE AVAILABLE WITH A CHOICE OF QUEEN, KING",Classic Room,"ADVANCE SAVER NO REFUNDS|CLASSIC ROOM ALL CLASSIC ROOMS FEATURE COMFORTABLE ACCOMMODATION AND ARE AVAILABLE WITH A CHOICE OF QUEEN, KING"
15467,MRATE AVAIL FLEXIBLE RATE - BB|CLASSIC ROOM WITH 2 SINGLE BEDS,Classic Room,MRATE AVAIL FLEXIBLE RATE - BB|CLASSIC ROOM WITH 2 SINGLE BEDS
15468,MRATE AVAIL FLEXIBLE RATE|CLASSIC ROOM WITH 1 LARGE BED,Classic Room,MRATE AVAIL FLEXIBLE RATE|CLASSIC ROOM WITH 1 LARGE BED
15469,MRATE AVAIL FLEXIBLE RATE - BB|CLASSIC ROOM WITH 1 LARGE BED,Classic Room,MRATE AVAIL FLEXIBLE RATE - BB|CLASSIC ROOM WITH 1 LARGE BED
15470,MRATE AVAIL FLEXIBLE RATE|CLASSIC ROOM WITH 1 SINGLE BED,Classic Room,MRATE AVAIL FLEXIBLE RATE|CLASSIC ROOM WITH 1 SINGLE BED
15471,MRATE AVAIL FLEXIBLE RATE - BB|CLASSIC ROOM WITH 1 SINGLE BED,Classic Room,MRATE AVAIL FLEXIBLE RATE - BB|CLASSIC ROOM WITH 1 SINGLE BED
15472,BEST FLEXIBLE RATE|1 KING BED CLASSIC 30TH TO 36TH FLOORS. CITY SKYLINE VIEW 46 TO 51 SQM CHIC AND MODERN ROOM WITH FLOOR TO CEILING,Classic Room,BEST FLEXIBLE RATE|1 KING BED CLASSIC 30TH TO 36TH FLOORS. CITY SKYLINE VIEW 46 TO 51 SQM CHIC AND MODERN ROOM WITH FLOOR TO CEILING
15473,GOVERNMENT RATE|EMPLOYEE ID REQUIRED AT CHECK IN CLASSIC KING PART HARAM VIEW,Classic Room,GOVERNMENT RATE|EMPLOYEE ID REQUIRED AT CHECK IN CLASSIC KING PART HARAM VIEW
15474,GOVERNMENT RATE|EMPLOYEE ID REQUIRED AT CHECK IN CLASSIC KING,Classic Room,GOVERNMENT RATE|EMPLOYEE ID REQUIRED AT CHECK IN CLASSIC KING
15475,MRATE AVAIL FLEXIBLE RATE - FB|CLASSIC KING,Classic Room,MRATE AVAIL FLEXIBLE RATE - FB|CLASSIC KING
15476,GOVERNMENT RATE|EMPLOYEE ID REQUIRED AT CHECK IN CLASSIC TWIN PART HARAM VIEW,Classic Room,GOVERNMENT RATE|EMPLOYEE ID REQUIRED AT CHECK IN CLASSIC TWIN PART HARAM VIEW
15477,MRATE AVAIL FLEXIBLE HALF BOAR|CLASSIC KING,Classic Room,MRATE AVAIL FLEXIBLE HALF BOAR|CLASSIC KING
15478,MRATE AVAIL FLEXIBLE RATE|CLASSIC KING,Classic Room,MRATE AVAIL FLEXIBLE RATE|CLASSIC KING
15479,GOVERNMENT RATE|EMPLOYEE ID REQUIRED AT CHECK IN CLASSIC TWIN PART KAABA VIEW,Classic Room,GOVERNMENT RATE|EMPLOYEE ID REQUIRED AT CHECK IN CLASSIC TWIN PART KAABA VIEW
15480,"STAY FOR BREAKFST PREM|STAY FOR BREAKFAST, INCLUDES BREAKFAST, CLASSIC FAMILY, 2 BEDROOM SUITE, GARDEN VIEW",Classic Room,"STAY FOR BREAKFST PREM|STAY FOR BREAKFAST, INCLUDES BREAKFAST, CLASSIC FAMILY, 2 BEDROOM SUITE, GARDEN VIEW"
15481,STAY FOR LESS|CLASSIC ROOM 1 KING BD 235 FT2 TO 265 FT2 FREE WIFI FULL BATHROOM ACCESS TO POOL AND GYM 15 POURCENT OFF ON A 2 NIGHTS STAY,Classic Room,STAY FOR LESS|CLASSIC ROOM 1 KING BD 235 FT2 TO 265 FT2 FREE WIFI FULL BATHROOM ACCESSIBLE TO POOL AND GYM 15 POURCENT OFF ON A 2 NIGHTS STAY
15482,"STAY PASS|WORK ANYWHERE STAY PASS, SEE RATE DETAILS, CLASSIC, GUEST ROOM, 2 DOUBLE, EAST TOWER",Classic Room,"STAY PASS|WORK ANYWHERE STAY PASS, SEE RATE DETAILS, CLASSIC, GUEST ROOM, 2 DOUBLE, EAST TOWER"
15483,MRATE AVAIL FLEXIBLE HALF BOAR|CLASSIC TWIN PART HARAM VIEW,Classic Room,MRATE AVAIL FLEXIBLE HALF BOAR|CLASSIC TWIN PART HARAM VIEW
15484,MRATE AVAIL FLEXIBLE HALF BOAR|CLASSIC KING PART HARAM VIEW,Classic Room,MRATE AVAIL FLEXIBLE HALF BOAR|CLASSIC KING PART HARAM VIEW
15485,MRATE AVAIL FLEXIBLE RATE - FB|CLASSIC KING PART HARAM VIEW,Classic Room,MRATE AVAIL FLEXIBLE RATE - FB|CLASSIC KING PART HARAM VIEW
15486,MRATE AVAIL FLEXIBLE RATE - FB|CLASSIC TWIN PART HARAM VIEW,Classic Room,MRATE AVAIL FLEXIBLE RATE - FB|CLASSIC TWIN PART HARAM VIEW
15487,BEST RATE GUARANTEED|OCEAN CLASSIC -BALCONY- STUNNING OCEAN VIEWS - 280 SQFT -1 KING BED - LOCATED ON UPPER FLOOR,Classic Room,BEST RATE GUARANTEED|OCEAN CLASSIC -BALCONY- STUNNING OCEAN VIEWS - 280 SQFT -1 KING BED - LOCATED ON UPPER FLOOR
15488,BED AND BREAKFAST|OCEAN CLASSIC -BALCONY- STUNNING OCEAN VIEWS - 280 SQFT -1 KING BED - LOCATED ON UPPER FLOOR,Classic Room,BED AND BREAKFAST|OCEAN CLASSIC -BALCONY- STUNNING OCEAN VIEWS - 280 SQFT -1 KING BED - LOCATED ON UPPER FLOOR
15489,"MRATE AVAIL BOOK WITH CONFIDEN|CLASSIC ROOM, 1 KING SIZE BED",Classic Room,"MRATE AVAIL BOOK WITH CONFIDEN|CLASSIC ROOM, 1 KING SIZE BED"
15490,MRATE AVAIL FLEXIBLE RATE - BB|CLASSIC KING,Classic Room,MRATE AVAIL FLEXIBLE RATE - BB|CLASSIC KING
15491,FLEXIBLE RATE|CLASSIC KING ROOM NONSMOKING HI SPEED 11.95/DAY-SWEET DREAMS BED,Classic Room,FLEXIBLE RATE|CLASSIC KING ROOM NONSMOKING HI SPEED 11.95/DAY-SWEET DREAMS BED
15492,"BREAKFAST FOR ONE|ROOM AND BREAKFAST RATE, INCLUDES BREAKFAST FOR 1 GUEST, CLASSIC QUEEN/QUEEN, GUEST ROOM, 2 QUEEN, HIGH FLOOR",Classic Room,"BREAKFAST FOR ONE|ROOM AND BREAKFAST RATE, INCLUDES BREAKFAST FOR 1 GUEST, CLASSIC QUEEN/QUEEN, GUEST ROOM, 2 QUEEN, HIGH FLOOR"
15493,GOVERNMENT RATE|EMPLOYEE ID REQUIRED AT CHECK IN CLASSIC KING PART KAABA VIEW,Classic Room,GOVERNMENT RATE|EMPLOYEE ID REQUIRED AT CHECK IN CLASSIC KING PART KAABA VIEW
15494,MRATE AVAIL FLEXIBLE RATE|CLASSIC KING PART HARAM VIEW,Classic Room,MRATE AVAIL FLEXIBLE RATE|CLASSIC KING PART HARAM VIEW
15495,MRATE AVAIL FLEXIBLE RATE|CLASSIC TWIN PART HARAM VIEW,Classic Room,MRATE AVAIL FLEXIBLE RATE|CLASSIC TWIN PART HARAM VIEW
15496,"REGULAR RATE|FLEXIBLE RATE, CLASSIC FAMILY, 2 BEDROOM SUITE, GARDEN VIEW",Classic Room,"REGULAR RATE|FLEXIBLE RATE, CLASSIC FAMILY, 2 BEDROOM SUITE, GARDEN VIEW"
15497,"BREAKFAST FOR ONE|ROOM AND BREAKFAST RATE, INCLUDES BREAKFAST FOR 1 GUEST, CLASSIC GUEST ROOM, GUEST ROOM, 1 KING, HIGH FLOOR",Classic Room,"BREAKFAST FOR ONE|ROOM AND BREAKFAST RATE, INCLUDES BREAKFAST FOR 1 GUEST, CLASSIC GUEST ROOM, GUEST ROOM, 1 KING, HIGH FLOOR"
15498,FLEXIBLE RATE|CLASSIC TWO QUEEN ROOM NONSMOKING HI SPEED 11.95/DAY-SWEET DREAMS BED,Classic Room,FLEXIBLE RATE|CLASSIC TWO QUEEN ROOM NONSMOKING HI SPEED 11.95/DAY-SWEET DREAMS BED
15499,"FLEXIBLE RATE, BREAKFAST INCLU|CLASSIC RM DBL OR TWN BED SHWR BATH 20 OR 25 SQM FLEX RATE INCL BRFST WPS 10PCT COMM LOCAL TAX EXCL",Classic Room,"FLEXIBLE RATE, BREAKFAST INCLU|CLASSIC ROOM DOUBLE OR TWIN BED SHWR BATH 20 OR 25 SQM FLEX RATE INCL BRFST WPS 10PCT COMM LOCAL TAX EXCL"
15500,AAA-CAA MEMBERSHIP RATE|CLASSIC 2D-52IN TV-LUXURY FRETTE BEDDING-DESK USB PLUGS-MINIBAR-GRANITE RAINSHOWER-LIT MIRRO,Classic Room,AAA-CAA MEMBERSHIP RATE|CLASSIC 2D-52IN TV-LUXURY FRETTE BEDDING-DESK USB PLUGS-MINIBAR-GRANITE RAINSHOWER-LIT MIRRO
15501,AAA-CAA MEMBERSHIP RATE|CLASSIC 1K-SITTING AREA-52IN TV-LUXURY FRETTE BEDDING-MINIBAR-GRANITE RAINSHOWER-LIT MIRROR,Classic Room,AAA-CAA MEMBERSHIP RATE|CLASSIC 1K-SITTING AREA-52IN TV-LUXURY FRETTE BEDDING-MINIBAR-GRANITE RAINSHOWER-LIT MIRROR
15502,BOOK NOW PAY LATER|CLASSIC 1K-SITTING AREA-52IN TV-LUXURY FRETTE BEDDING-MINIBAR-GRANITE RAINSHOWER-LIT MIRROR,Classic Room,BOOK NOW PAY LATER|CLASSIC 1K-SITTING AREA-52IN TV-LUXURY FRETTE BEDDING-MINIBAR-GRANITE RAINSHOWER-LIT MIRROR
15503,BOOK NOW PAY LATER|CLASSIC 2D-52IN TV-LUXURY FRETTE BEDDING-DESK USB PLUGS-MINIBAR-GRANITE RAINSHOWER-LIT MIRRO,Classic Room,BOOK NOW PAY LATER|CLASSIC 2D-52IN TV-LUXURY FRETTE BEDDING-DESK USB PLUGS-MINIBAR-GRANITE RAINSHOWER-LIT MIRRO
15504,"STAY PASS|WORK ANYWHERE STAY PASS, SEE RATE DETAILS, CLASSIC, GUEST ROOM, 1 KING, EAST TOWER",Classic Room,"STAY PASS|WORK ANYWHERE STAY PASS, SEE RATE DETAILS, CLASSIC, GUEST ROOM, 1 KING, EAST TOWER"
15505,PARK AND STAY|CLASSIC KING ROOM NONSMOKING HI SPEED 11.95/DAY-SWEET DREAMS BED,Classic Room,PARK AND STAY|CLASSIC KING ROOM NONSMOKING HI SPEED 11.95/DAY-SWEET DREAMS BED
15506,MRATE AVAIL SAVER|CLASSIC TWIN PART HARAM VIEW,Classic Room,MRATE AVAIL SAVER|CLASSIC TWIN PART HARAM VIEW
15507,MRATE AVAIL SAVER|CLASSIC KING PART HARAM VIEW,Classic Room,MRATE AVAIL SAVER|CLASSIC KING PART HARAM VIEW
15508,MRATE AVAIL SAVER|CLASSIC KING,Classic Room,MRATE AVAIL SAVER|CLASSIC KING
15509,2X POINTS PACKAGE|CLASSIC KING ROOM NONSMOKING HI SPEED 11.95/DAY-SWEET DREAMS BED,Classic Room,2X POINTS PACKAGE|CLASSIC KING ROOM NONSMOKING HI SPEED 11.95/DAY-SWEET DREAMS BED
15510,"ADVANCE PURCHASE RATE, BREAKFA|CLASSIC RM DBL OR TWN BED SHWR BATH 20 OR 25 SQM NON REFUNDABLE RATE INCL BRFST WPS 10PCT COMM LOCAL TAX EXCL",Classic Room,"ADVANCE PURCHASE RATE, BREAKFA|CLASSIC ROOM DOUBLE OR TWIN BED SHWR BATH 20 OR 25 SQM NON REFUNDABLE RATE INCL BRFST WPS 10PCT COMM LOCAL TAX EXCL"
15511,ADVANCED PURCHASE RATE|CLASSIC RM DBL OR TWN BED SHWR BATH 20 OR 25 SQM NON REFUNDABLE RATE EXCL BRFST WPS 10PCT COMM LOCAL TAX EXCL,Classic Room,ADVANCED PURCHASE RATE|CLASSIC ROOM DOUBLE OR TWIN BED SHWR BATH 20 OR 25 SQM NON REFUNDABLE RATE EXCL BRFST WPS 10PCT COMM LOCAL TAX EXCL
15512,ADVANCE PURCHASE RATE|SPACIOUS AND LUXURIOUS ROOMS IN CLASSIC DUTCH OR ENGLISH STYLE. MINIBAR USE INCLUDED.,Classic Room,ADVANCE PURCHASE RATE|SPACIOUS AND LUXURIOUS ROOMS IN CLASSIC DUTCH OR ENGLISH STYLE. MINIBAR USE INCLUDED.
15513,ADVANCE PURCHASE RATE|OUR COZY CLASSIC ROOM FEATURES ALL THE FACILITIES TO MAKE YOUR STAY MEMORABLE.,Classic Room,ADVANCE PURCHASE RATE|OUR COZY CLASSIC ROOM FEATURES ALL THE FACILITIES TO MAKE YOUR STAY MEMORABLE.
15514,PARK AND STAY|CLASSIC TWO QUEEN ROOM NONSMOKING HI SPEED 11.95/DAY-SWEET DREAMS BED,Classic Room,PARK AND STAY|CLASSIC TWO QUEEN ROOM NONSMOKING HI SPEED 11.95/DAY-SWEET DREAMS BED
15515,2X POINTS PACKAGE|CLASSIC TWO QUEEN ROOM NONSMOKING HI SPEED 11.95/DAY-SWEET DREAMS BED,Classic Room,2X POINTS PACKAGE|CLASSIC TWO QUEEN ROOM NONSMOKING HI SPEED 11.95/DAY-SWEET DREAMS BED
15516,"MRATE AVAIL BOOK WITH CONFIDEN|CLASSIC ROOM WITH 1 DOUBLE BED, HIGH FLOOR WITH CITY VIEW",Classic Room,"MRATE AVAIL BOOK WITH CONFIDEN|CLASSIC ROOM WITH 1 DOUBLE BED, HIGH FLOOR WITH CITY VIEW"
15517,MRATE AVAIL BOOK WITH CONFIDEN|CLASSIC TWIN ROOM WITH TWIN BEDS,Classic Room,MRATE AVAIL BOOK WITH CONFIDEN|CLASSIC TWIN ROOM WITH TWIN BEDS
15518,MRATE AVAIL FLEXIBLE RATE - BB|CLASSIC KING PART HARAM VIEW,Classic Room,MRATE AVAIL FLEXIBLE RATE - BB|CLASSIC KING PART HARAM VIEW
15519,"MRATE AVAIL BOOK WITH CONFIDEN|CLASSIC ROOM, 1 KING / QUEEN BED",Classic Room,"MRATE AVAIL BOOK WITH CONFIDEN|CLASSIC ROOM, 1 KING / QUEEN BED"
15520,"MRATE AVAIL BOOK WITH CONFIDEN|CLASSIC ROOM, 2 SINGLE BEDS",Classic Room,"MRATE AVAIL BOOK WITH CONFIDEN|CLASSIC ROOM, 2 SINGLE BEDS"
15521,STAY FOR LESS|CLASSIC 1 QUEEN BD 235 FT2 TO 265 FT2 FREE WIFI COFFEE MAKER FULL BATHROOM 15 POURCENT OFF ON A 2 NIGHTS STAY,Classic Room,STAY FOR LESS|CLASSIC 1 QUEEN BD 235 FT2 TO 265 FT2 FREE WIFI COFFEE MAKER FULL BATHROOM 15 POURCENT OFF ON A 2 NIGHTS STAY
15522,FLEXIBLE RATE|CITY CLASSIC 1 QUEEN ROBES HIGH SPEED INTERNET CABLE LUXURY BATH PRODUCTS BEST AVAILABLE RATE,Classic Room,FLEXIBLE RATE|CITY CLASSIC 1 QUEEN ROBES HIGH SPEED INTERNET CABLE LUXURY BATH PRODUCTS BEST AVAILABLE RATE
15523,MRATE AVAIL STAY LONGER AND SA|CLASSIC QUEEN,Classic Room,MRATE AVAIL STAY LONGER AND SA|CLASSIC QUEEN
15524,AARP SENIOR RATE|CITY CLASSIC 1 QUEEN ROBES HIGH SPEED INTERNET CABLE LUXURY BATH PRODUCTS AARP 10  OFF,Classic Room,AARP SENIOR RATE|CITY CLASSIC 1 QUEEN ROBES HIGH SPEED INTERNET CABLE LUXURY BATH PRODUCTS AARP 10  OFF
15525,MRATE AVAIL STAY LONGER AND SA|CLASSIC 2 QUEEN BEDS,Classic Room,MRATE AVAIL STAY LONGER AND SA|CLASSIC 2 QUEEN BEDS
15526,MRATE AVAIL SAVER|CLASSIC TWIN PART KAABA VIEW,Classic Room,MRATE AVAIL SAVER|CLASSIC TWIN PART KAABA VIEW
15527,BEST FLEXIBLE RATE BEST|SUPERIOR TOWNHOUSE 1 BED THESE ROOMS ARE LOCATED IN THE HISTORIC GEORGIAN BUILDING AND OFFER A CLASSIC DESIGN IN,Classic Room,BEST FLEXIBLE RATE BEST|SUPERIOR TOWNHOUSE 1 BED THESE ROOMS ARE LOCATED IN THE HISTORIC GEORGIAN BUILDING AND OFFER A CLASSIC DESIGN IN
15528,BREAKFAST FOR 2 ADULTS FULL|SUPERIOR TOWNHOUSE 1 BED THESE ROOMS ARE LOCATED IN THE HISTORIC GEORGIAN BUILDING AND OFFER A CLASSIC DESIGN IN,Classic Room,BREAKFAST FOR 2 ADULTS FULL|SUPERIOR TOWNHOUSE 1 BED THESE ROOMS ARE LOCATED IN THE HISTORIC GEORGIAN BUILDING AND OFFER A CLASSIC DESIGN IN
15529,MRATE AVAIL SAVER|CLASSIC KING PART KAABA VIEW,Classic Room,MRATE AVAIL SAVER|CLASSIC KING PART KAABA VIEW
15530,FLEXIBLE RATE|OUR CLASSIC DOUBLE QUEEN PROVIDE TWO QUEEN BEDS WITH CABLE TELEVISION DELUXE ROBES AND HIGH SP BEST AVAILABLE RATE,Classic Room,FLEXIBLE RATE|OUR CLASSIC DOUBLE QUEEN PROVIDE TWO QUEEN BEDS WITH CABLE TELEVISION DELUXE ROBES AND HIGH SP BEST AVAILABLE RATE
15531,AARP SENIOR RATE|OUR CLASSIC DOUBLE QUEEN PROVIDE TWO QUEEN BEDS WITH CABLE TELEVISION DELUXE ROBES AND HIGH SP AARP 10  OFF,Classic Room,AARP SENIOR RATE|OUR CLASSIC DOUBLE QUEEN PROVIDE TWO QUEEN BEDS WITH CABLE TELEVISION DELUXE ROBES AND HIGH SP AARP 10  OFF
15532,"BOOK NOW, PAY LATER|SUPERIOR TOWNHOUSE 1 BED THESE ROOMS ARE LOCATED IN THE HISTORIC GEORGIAN BUILDING AND OFFER A CLASSIC DESIGN IN",Classic Room,"BOOK NOW, PAY LATER|SUPERIOR TOWNHOUSE 1 BED THESE ROOMS ARE LOCATED IN THE HISTORIC GEORGIAN BUILDING AND OFFER A CLASSIC DESIGN IN"
15533,"MRATE AVAIL FLEXIBLE RATE - BB|CLASSIC ROOM, 1 KING / QUEEN BED",Classic Room,"MRATE AVAIL FLEXIBLE RATE - BB|CLASSIC ROOM, 1 KING / QUEEN BED"
15534,"MRATE AVAIL FLEXIBLE RATE|CLASSIC ROOM, 2 SINGLE BEDS",Classic Room,"MRATE AVAIL FLEXIBLE RATE|CLASSIC ROOM, 2 SINGLE BEDS"
15535,"MRATE AVAIL FLEXIBLE RATE - BB|CLASSIC ROOM, 2 SINGLE BEDS",Classic Room,"MRATE AVAIL FLEXIBLE RATE - BB|CLASSIC ROOM, 2 SINGLE BEDS"
15536,"MRATE AVAIL FLEXIBLE RATE|CLASSIC ROOM, 1 KING / QUEEN BED",Classic Room,"MRATE AVAIL FLEXIBLE RATE|CLASSIC ROOM, 1 KING / QUEEN BED"
15537,ADVANCE SAVER NO REFUNDS|SUPERIOR TOWNHOUSE 1 BED THESE ROOMS ARE LOCATED IN THE HISTORIC GEORGIAN BUILDING AND OFFER A CLASSIC DESIGN IN,Classic Room,ADVANCE SAVER NO REFUNDS|SUPERIOR TOWNHOUSE 1 BED THESE ROOMS ARE LOCATED IN THE HISTORIC GEORGIAN BUILDING AND OFFER A CLASSIC DESIGN IN
15538,MRATE AVAIL FLEXIBLE RATE - BB|CLASSIC TWIN PART HARAM VIEW,Classic Room,MRATE AVAIL FLEXIBLE RATE - BB|CLASSIC TWIN PART HARAM VIEW
15539,"EMEA PROMOTION 4|WELCOME BACK, 15 PERCENT OFF FLEXIBLE RATE, SEE RATE RULES, CLASSIC, GUEST ROOM, 1 TWIN/SINGLE BED-S-, GARDEN VIEW",Classic Room,"EMEA PROMOTION 4|WELCOME BACK, 15 PERCENT OFF FLEXIBLE RATE, SEE RATE RULES, CLASSIC, GUEST ROOM, 1 TWIN/SINGLE BED-S-, GARDEN VIEW"
15540,"EMEA PROMOTION 4|WELCOME BACK, 15 PERCENT OFF FLEXIBLE RATE, SEE RATE RULES, CLASSIC, 1 BEDROOM SUITE, 1 KING, GARDEN VIEW",Classic Room,"EMEA PROMOTION 4|WELCOME BACK, 15 PERCENT OFF FLEXIBLE RATE, SEE RATE RULES, CLASSIC, 1 BEDROOM SUITE, 1 KING, GARDEN VIEW"
15541,"EMEA PROMOTION 4|WELCOME BACK, 15 PERCENT OFF FLEXIBLE RATE, SEE RATE RULES, CLASSIC, GUEST ROOM, 1 KING, GARDEN VIEW",Classic Room,"EMEA PROMOTION 4|WELCOME BACK, 15 PERCENT OFF FLEXIBLE RATE, SEE RATE RULES, CLASSIC, GUEST ROOM, 1 KING, GARDEN VIEW"
15542,MRATE AVAIL BOOK WITH CONFIDEN|CLASSIC DOUBLE OR TWIN GUESTROOM,Classic Room,MRATE AVAIL BOOK WITH CONFIDEN|CLASSIC DOUBLE OR TWIN GUESTROOM
15543,"PREPAY NONREF NO CHNG|PREPAY NON-REFUNDABLE NON-CHANGEABLE, PREPAY IN FULL, SEE RATE DETAILS, CLASSIC QUEEN, GUEST ROOM, 1 QUEEN, CITY VIEW",Classic Room,"PREPAY NONREF NO CHNG|PREPAY NON-REFUNDABLE NON-CHANGEABLE, PREPAY IN FULL, SEE RATE DETAILS, CLASSIC QUEEN, GUEST ROOM, 1 QUEEN, CITY VIEW"
15544,"FLEXIBLE RATE|INCLUDES COMPLIMENTARY BASIC WIFI CLASSIC ROOM - 1 KING SIZE BED, FLOORS 6-10",Classic Room,"FLEXIBLE RATE|INCLUDES COMPLIMENTARY BASIC WIFI CLASSIC ROOM - 1 KING SIZE BED, FLOORS 6-10"
15545,"EMEA PROMOTION 4|WELCOME BACK, 15 PERCENT OFF FLEXIBLE RATE, SEE RATE RULES, CLASSIC FAMILY, 2 BEDROOM SUITE, GARDEN VIEW",Classic Room,"EMEA PROMOTION 4|WELCOME BACK, 15 PERCENT OFF FLEXIBLE RATE, SEE RATE RULES, CLASSIC FAMILY, 2 BEDROOM SUITE, GARDEN VIEW"
15546,MRATE AVAIL BOOK WITH CONFIDEN|CLASSIC FAMILY GUESTROOM,Classic Room,MRATE AVAIL BOOK WITH CONFIDEN|CLASSIC FAMILY GUESTROOM
15547,1000 BONUS POINTS NT INCLUDES|CLASSIC ROOM 30TH TO 36TH FLOORS. CITY SKYLINE VIEW 46 TO 51 SQM CHIC AND MODERN ROOM WITH FLOOR TO CEILING WINDOWS.,Classic Room,1000 BONUS POINTS NT INCLUDES|CLASSIC ROOM 30TH TO 36TH FLOORS. CITY SKYLINE VIEW 46 TO 51 SQM CHIC AND MODERN ROOM WITH FLOOR TO CEILING WINDOWS.
15548,"REGULAR RATE|FLEXIBLE RATE, CLASSIC QUEEN/QUEEN, GUEST ROOM, 2 QUEEN, HIGH FLOOR",Classic Room,"REGULAR RATE|FLEXIBLE RATE, CLASSIC QUEEN/QUEEN, GUEST ROOM, 2 QUEEN, HIGH FLOOR"
15549,BEST RATE GUARANTEE|CLASSIC 2Q-FREE WIFI-LUXURY BEDDING OPTIONS- STARBCKS-FRENCHPRESS-FRIDGE-MINI BALCONY-350SF,Classic Room,BEST RATE GUARANTEE|CLASSIC 2Q-FREE WIFI-LUXURY BEDDING OPTIONS- STARBCKS-FRENCHPRESS-FRIDGE-MINI BALCONY-350SF
15550,AAA MEMBER RATE|CLASSIC 2Q-FREE WIFI-LUXURY BEDDING OPTIONS- STARBCKS-FRENCHPRESS-FRIDGE-MINI BALCONY-350SF,Classic Room,AAA MEMBER RATE|CLASSIC 2Q-FREE WIFI-LUXURY BEDDING OPTIONS- STARBCKS-FRENCHPRESS-FRIDGE-MINI BALCONY-350SF
15551,AAA MEMBER RATE|CLASSIC 1K-FREE WIFI-LUXURY BEDDING OPTIONS- STARBCKS-FRENCHPRESS-FRIDGE-MINI BALCONY-350SF,Classic Room,AAA MEMBER RATE|CLASSIC 1K-FREE WIFI-LUXURY BEDDING OPTIONS- STARBCKS-FRENCHPRESS-FRIDGE-MINI BALCONY-350SF
15552,BEST RATE GUARANTEE|CLASSIC 1K-FREE WIFI-LUXURY BEDDING OPTIONS- STARBCKS-FRENCHPRESS-FRIDGE-MINI BALCONY-350SF,Classic Room,BEST RATE GUARANTEE|CLASSIC 1K-FREE WIFI-LUXURY BEDDING OPTIONS- STARBCKS-FRENCHPRESS-FRIDGE-MINI BALCONY-350SF
15553,FLEXIBLE RATE|OUR CLASSIC GUESTROOM PROVIDES ONE KING BED CABLE TELEVISION DELUXE ROBES BEST AVAILABLE RATE,Classic Room,FLEXIBLE RATE|OUR CLASSIC GUESTROOM PROVIDES ONE KING BED CABLE TELEVISION DELUXE ROBES BEST AVAILABLE RATE
15554,AARP SENIOR RATE|OUR CLASSIC GUESTROOM PROVIDES ONE KING BED CABLE TELEVISION DELUXE ROBES AARP 10  OFF,Classic Room,AARP SENIOR RATE|OUR CLASSIC GUESTROOM PROVIDES ONE KING BED CABLE TELEVISION DELUXE ROBES AARP 10  OFF
15555,DAILY BEST AVAILABLE RATE|CLASSIC ROOMS HAVE KING SIZED BEDS AND INNER COURTYARD VIEWS FROM LOWER FLOORS OF THE HOTEL.,Classic Room,DAILY BEST AVAILABLE RATE|CLASSIC ROOMS HAVE KING SIZED BEDS AND INNER COURTYARD VIEWS FROM LOWER FLOORS OF THE HOTEL.
15556,ROSEWOOD ESCAPES BREAKFAST PAC|CLASSIC ROOMS HAVE KING SIZED BEDS AND INNER COURTYARD VIEWS FROM LOWER FLOORS OF THE HOTEL.,Classic Room,ROSEWOOD ESCAPES BREAKFAST PAC|CLASSIC ROOMS HAVE KING SIZED BEDS AND INNER COURTYARD VIEWS FROM LOWER FLOORS OF THE HOTEL.
15557,BREAKFAST FOR 2 ADULTS FULL|CLASSIC ROOM 30TH TO 36TH FLOORS. CITY SKYLINE VIEW 46 TO 51 SQM CHIC AND MODERN ROOM WITH FLOOR TO CEILING WINDOWS.,Classic Room,BREAKFAST FOR 2 ADULTS FULL|CLASSIC ROOM 30TH TO 36TH FLOORS. CITY SKYLINE VIEW 46 TO 51 SQM CHIC AND MODERN ROOM WITH FLOOR TO CEILING WINDOWS.
15558,FLEXIBLE -WITH BREAKFAST|CLASSIC FAMILY ROOM 2 PLUS 1 FREE WIFI AC MINIBAR SAFE DESK SMART FLATSCREEN TV RATE INCLUDES BREAKFAST VAT AND FREE WIFI,Classic Room,FLEXIBLE -WITH BREAKFAST|CLASSIC FAMILY ROOM 2 PLUS 1 FREE WIFI AC MINIBAR SAFE DESK SMART FLATSCREEN TV RATE INCLUDES BREAKFAST VAT AND FREE WIFI
15559,"REGULAR RATE|FLEXIBLE RATE, CLASSIC QUEEN/QUEEN, GUEST ROOM, 2 QUEEN",Classic Room,"REGULAR RATE|FLEXIBLE RATE, CLASSIC QUEEN/QUEEN, GUEST ROOM, 2 QUEEN"
